favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
1,Hootsuite,"'We knew from 1st meeting w/AAR that they'd be a great fit for our region': Brian Hanson, CEO of APEX, NE Minn. biz &amp;dvpmt engine @the_gmnp",,False,Tue Apr 29 19:10:44 +0000 2014,1,461221061741531137
0,Hootsuite,"AAR's Greg Dellinger and #TheSarge, Tony Schumacher are speaking tomorrow on veteran #careers at the US @ARMYRACING Day @LucasOilRaceway.",,False,Thu Aug 29 15:25:33 +0000 2013,0,373104140526059520
1,Hootsuite,"By not having to wait on brand new parts, we can get our customers flying again w/ OEM-approved repairs - S. Ingold #smAARtchat @AARCORP",,False,Thu Oct 19 11:50:06 +0000 2017,2,920980371155619840
0,Twitter Web Client,@pravemn We'd love to connect with you #DXB13! Stop by Booth 2118 to learn more about our rapidly growing company http://t.co/fu9jlPs3XP,pravemn,False,Fri Nov 15 17:07:58 +0000 2013,0,401396166060806145
1,Cision Social Edition,"Our size &amp; structure allows us to deliver every aspect of an interior mod., no matter how unique! Learn more @ https://t.co/jIU8nJhZW2",,False,Wed Dec 30 20:33:34 +0000 2015,1,682298505717768196
1,Hootsuite,From Strategic Defense Intelligence: AAR Corp. wins CH-47 components overhaul contract from @Boeing http://t.co/CUpG12LiV7 #airframe,,False,Thu May 22 16:50:15 +0000 2014,0,469520628123713536
0,Twitter Web Client,Don't forget to stop by AAR's booth 1923 at #MROAM! We'd love to show off  our 1MRO network across U.S. #AvMRO. Here's to a great day 2!,,False,Wed Apr 09 15:14:12 +0000 2014,0,453913777025449985
0,Hootsuite,"Did somebody say duck? Asteroid 2014 AA Discovered Just Before Hitting Earth, NASA Says http://t.co/WJIMrmZ23p",,False,Mon Jan 06 23:20:16 +0000 2014,0,420334029519716352
0,Hootsuite,Meet some of the people who work at AAR via employee videos on our new Web site. http://t.co/2rVRpTedKs,,False,Fri Jun 27 17:01:19 +0000 2014,0,482569374210195457
0,Twitter Web Client,@GKButterfield visited AAR Cargo Systems in Goldsboro to talk budgets on the Congressman's tour of his N.C. district. http://t.co/jIW9RPa4Nk,GKButterfield,False,Tue Mar 26 18:58:28 +0000 2013,0,316625213569789952
0,Cision Social Edition,"We know that by investing in our next generation of leaders, we are #DoingItRight! AAR &amp; @PCSEDU Mentorship Program https://t.co/8APSB7XU7J",,False,Tue Jan 26 20:25:01 +0000 2016,1,692080824917725184
2,Hootsuite,AAR Corp. Supplier Event Reaches 26 Companies in Rockford Region  http://t.co/V7xzeACCVr -- @RockfordAreaEDC http://t.co/YLHp9f28Ti,,False,Wed Aug 19 16:02:42 +0000 2015,2,634032751386230784
1,Cision Social Edition,"‘The part-out market is still very much centered on legacy engines, but the market is changing at a very quick rate.'-C.Giraud #smAARtchat",,False,Mon May 23 14:10:00 +0000 2016,2,734748218064404483
3,Hootsuite Inc.,Last few days to meet the AAR Team at the F-16 TCG World Wide Review at booth 118-119! #DoingItRight… https://t.co/f1J1RixBXb,,False,Tue Sep 11 17:30:16 +0000 2018,4,1039566809958162433
3,Hootsuite,"In honor of Ned Janotta, a former AAR Board member, we are proud to support the Chicago Historical Society &amp; the Ch… https://t.co/SxmZgk2mii",,False,Thu Jan 11 15:20:13 +0000 2018,0,951473833013317634
2,Twitter Web Client,@CheryleJackson thanks for sharing! Go Team AAR! #MROAM @avweekevents  https://t.co/y5u2fBLWqS,CheryleJackson,False,Tue Apr 05 18:52:24 +0000 2016,1,717424665979973632
0,Hootsuite,@United Airlines to replace 747 jumbos on Australia-US route. http://t.co/QPqwsSwZ5O,united,False,Mon Aug 19 15:53:22 +0000 2013,0,369487259860365312
2,Hootsuite,The aerostructures market is projected to grow to $75.97B USD by 2022 due to the rise in adoption of composite aero… https://t.co/VVs3bouKVv,,False,Thu May 03 11:45:08 +0000 2018,1,992007144017940480
0,Hootsuite,"@vsrnutrition Employees are looking forward to your  Wednesday visit during ""Think Pink Week"" &amp; breast cancer awareness  #AARPINK",vsrnutrition,False,Mon Oct 21 15:15:49 +0000 2013,0,392308245374988288
1,Hootsuite,AAR Wins U.S. Army Contract valued at $23Million to Overhaul APUs on UH-60 Black Hawk Helicopters http://t.co/cEOys2gKon #USArmy #AARCorp,,False,Wed Jul 30 17:56:00 +0000 2014,0,494541935391301635
0,Hootsuite,H.S. counselors @SowelaTCC's aviation dept. AAR recruiter comments on educ &amp; aviation opportunity @Lakecharles @IIB http://t.co/Yk38nOtA54,,False,Mon Nov 11 18:33:17 +0000 2013,0,399968087753363456
0,Hootsuite,Massive relief effort in Phillippines expected to carry on for years #typhoonhaiyan   http://t.co/7mVWpl6TRe  and http://t.co/fRsYDYzN6Y,,False,Mon Jan 06 22:55:28 +0000 2014,0,420327788097576960
5,Hootsuite Inc.,Today we remember the fallen heroes who gave their lives for their country. Thank you to all of the brave men and w… https://t.co/EiGzoGdmuH,,False,Mon May 27 14:01:16 +0000 2019,1,1133010284413685761
1,Hootsuite,The global aircraft refurbishing market to grow at a CAGR of 5.82% during the period 2017-2021 which is good for AA… https://t.co/McxgSzBLHR,,False,Wed Feb 14 12:15:13 +0000 2018,2,963748461274451969
1,Hootsuite,Visit AAR Mobility Systems TODAY at #SOFIC2018 booth #1618 to see our HESAMS and HELAMS Weapons Room to see how we… https://t.co/UpujC9UPXF,,False,Mon May 21 13:35:07 +0000 2018,0,998557803915735041
7,Hootsuite Inc.,"Based on my almost 40-years at AAR, I think a Company is at strongest when you create an atmosphere where people ca… https://t.co/ZnUPKakv5B",,False,Thu Jul 26 11:40:05 +0000 2018,2,1022446454768644096
1,Hootsuite,@AARCORP is proud to provide good paying jobs to #American workers. View openings in FL &amp; IL today!… https://t.co/CuiBqZOoX0,AARCORP,False,Mon Jan 30 14:01:33 +0000 2017,1,826067830873395200
0,Twitter Web Client,@AARCORP named exclusive #supplychain partner for @Exechon_XMini to support XMini Worldwide -… https://t.co/UBucL2bvRQ,AARCORP,False,Tue Sep 27 17:00:04 +0000 2016,1,780814275229212672
2,Hootsuite,On #MLK @AARCORP honors all African Americans in flight. View great pioneer list from @airandspace #MLKDay #MLK2017 https://t.co/GdKhvWd0hc,,False,Mon Jan 16 12:30:42 +0000 2017,3,820971540909015041
0,Hootsuite,4 Tech Innovations In Aerospace And Defense Aftermarket Services http://t.co/WOV2vtE70S,,False,Wed Feb 19 21:55:11 +0000 2014,0,436257680832102400
1,Cision Social Edition,"AAR mechanics provided key input on @@PopMech ""How It Works"" feature on aircraft maintenance
#smAARtchat https://t.co/vu8cbNNUkt",,False,Mon Feb 08 16:55:01 +0000 2016,1,696739020743663616
1,Hootsuite,Schools need to make students aware &amp; train them to be mechanics &amp; work to erase stigma of skilled labor -G. Dellinger #smAARtchat @AARCORP,,False,Wed Sep 13 11:55:07 +0000 2017,1,907935671628783618
0,Hootsuite,"AAR’s #MRO in Lake Charles, Louisiana Receives EASA Certification http://t.co/JHL4tYo7Ty",,False,Fri Feb 14 20:20:26 +0000 2014,0,434421898567774208
8,Hootsuite,AAR #TrustedPartner with USAF. Brigadier General Hawkins &amp; AAR’s VP of Government Integrated Solutions Nick Gross s… https://t.co/iWE87xLlW5,,False,Tue Jan 09 15:15:07 +0000 2018,2,950747770377338880
1,Twitter Web Client,"Celebrating #VeteransDay, w/ a special breakfast for our #veteranemployees followed by bike building for the #USO,… https://t.co/7ZwoGLStVx",,False,Fri Nov 11 14:28:02 +0000 2016,0,797083468626886656
0,Twitter Web Client,From the panelists w/ Christophe Giraud in London at #ELTF.... https://t.co/ZJrMESnziw,,False,Wed May 11 15:57:45 +0000 2016,1,730426677571006464
2,Twitter for iPhone,We remember &amp; will always #HonorThem #MemorialDay17 https://t.co/ZJlqAAgFH8,,False,Mon May 29 14:09:56 +0000 2017,2,869194097873039360
1,Cision Social Edition,@NeilCayley Thanks for the retweet.,AARCORP,False,Wed Jun 01 13:29:08 +0000 2016,0,737999424698253312
3,Hootsuite,"Don Wetekam, SVP of Gov't &amp; Defense BD, featured panelist on ""Alternative Parts Sourcing"" at the Military Aviation… https://t.co/eMPCDNYWvf",,False,Mon Mar 12 15:25:09 +0000 2018,2,973218344693391360
0,Hootsuite,The Colombian Air Force is featuring two 737-400 aircraft customized by AAR as a marquee attraction of the F-AIR Colombia 2013 aviation show,,False,Fri Jul 12 20:06:33 +0000 2013,0,355780237763678208
4,Hootsuite,Here’s our latest installment for #NationalHobbyMonth featuring Gaetan! #WhoWeAAR #DoingItRight https://t.co/90uYvo3caZ,,False,Wed Jan 24 18:33:07 +0000 2018,3,956233419285024770
1,Cision Social Edition,"The countdown begins! In 10 days we'll launch our mission of #DoingItRight for our cust., employees, &amp; communities! https://t.co/HB9RkrjTs6",,False,Sun Jan 10 15:05:07 +0000 2016,0,686202114360524800
1,Twitter Web App,"If you are attending #NGAUS19 this weekend, make sure to come see AAR's #defense experts at Booth 815 to find out h… https://t.co/3uAlj064dU",,False,Fri Aug 30 21:30:28 +0000 2019,1,1167550176216657920
0,Hootsuite,"If you missed AAR's Pascal Parant or Carl Glover speak yesterday at #MROE, stop by AAR's booth 540 to learn more about AAR!",,False,Thu Sep 26 09:25:38 +0000 2013,0,383160422150725632
0,Hootsuite,AAR is excited to be an exhibitor at the 2014 @AviationWeek MRO Europe- Oct.7-9th. Stop by &amp; visit us at Booth #578! http://t.co/B3bzHMS8uU,,False,Fri Sep 12 14:48:51 +0000 2014,0,510439902883119104
0,Hootsuite,Did you know AAR Indianapolis is 1 of 4 Aviation Maintenance &amp; Engineering posts in the #LearningForLife Exploring program? #STEM #careers,,False,Fri Nov 15 20:50:39 +0000 2013,0,401452209327861760
0,Hootsuite,Providing mobile solutions to both internal and external customers adds value in today’s growing digital world -S. Yorgancigil #smAARtchat,,False,Tue Jul 28 18:25:30 +0000 2015,0,626096155806535680
1,Hootsuite,"@AARCORP proud to have Rep. Crist visit our Composites facility in Clearwater, FL where we make flat panels… https://t.co/EcEhO3Fyo6",AARCORP,False,Fri Oct 20 20:01:00 +0000 2017,1,921466301222215681
1,Cision Social Edition,AAR attends #NBAA2015 in Las Vegas 11/17-11/19! Come on by booth N734 to learn more about how we can assist you! https://t.co/5biTnlhDZU,,False,Mon Nov 16 14:05:02 +0000 2015,0,666255660988784640
0,Hootsuite,Conrgrats!! RT @eraurockford: @EmbryRiddle Will Be Future Home of #Aviation Legend Bob Hoovers Hall of Honor http://t.co/64Fm818GV2,,False,Wed Feb 19 16:45:53 +0000 2014,0,436179844381310976
2,Hootsuite,Proud to sponsor Posse Chicago's Power of 10 event! Last night we heard amazing success stories from #PosseAlums… https://t.co/ypgVag0RVD,,False,Thu Nov 02 19:25:06 +0000 2017,2,926168308721831938
0,Cision Social Edition,We're here all day at #MRORussia. Stop by booth #229 to learn more about what AAR has to offer! https://t.co/jgVFY207xe,,False,Thu Feb 25 07:25:01 +0000 2016,0,702756166263132160
0,Hootsuite,"We are looking for #team players interested in an entry-level Buyer position at our Cadillac, MI facility! #openjobs http://t.co/mb704xm4EE",,False,Mon Feb 17 20:01:24 +0000 2014,0,435504273326350336
3,Cision Social Edition,@AARCORP's Carl Glover speaking today at #AEMNA: The Shape of the Contemporary Aftermarket @AvWeekEvents @MRONetwork https://t.co/WxH7Q15Pd1,AARCORP,False,Wed Oct 26 11:55:01 +0000 2016,4,791246756205867009
2,Cision Social Edition,"In an ideal world, there will always be spares available for operators; this is where communication is key. -  C. Glover #smAARtchat",,False,Tue Jul 19 13:55:00 +0000 2016,1,755400549931978752
0,Twitter for iPhone,AAR Selected by SkyWest Airlines (@SkyWestAirlines) to Service E-175 Landing Gear http://t.co/cLJifi2DkN,,False,Tue Aug 05 18:26:36 +0000 2014,0,496723964027494400
3,Cision Social Edition,AAR leaders attend @AviationWeek's #MROLA today! Be sure to take a moment to meet w/us &amp; learn more about our capabilities!,,False,Fri Jan 22 02:35:00 +0000 2016,0,690361995967741953
4,Hootsuite,@AARCORP expects data analytics to help deliver high-quality maintenance checks and reduce TAT for airlines -D. Kleiman #smAARtchat,AARCORP,False,Mon Jul 10 11:55:09 +0000 2017,3,884380468753424384
0,Hootsuite,We want to chat with you! C'mon let's have a lil' #smAARtchat! Engage with us as we cover aviation trends and topics! http://t.co/f4SxODUTpV,,False,Thu Dec 18 17:30:50 +0000 2014,0,545632292765708288
0,Hootsuite Inc.,Time is running out to vote for your trusted Wheel &amp; Brake pAARtner for The 145 Top Shop Awards… https://t.co/X6VIyHQKN5,,False,Mon Dec 17 15:50:07 +0000 2018,0,1074693228744622082
1,Hootsuite,"AAR SVP, Rahul Shah, is attending MRO Asia as a panelist on 11/6 during the “Component Mgmt. &amp; Pooling for Mixed Fleets” track session #MROA",,False,Mon Nov 03 12:15:30 +0000 2014,0,529245484054241280
2,Hootsuite,"Aircraft #MRO market is expected to surpass 95B USD by 2023, growing at a #CAGR of &gt; 5% #smAARtchat  @AARCORP https://t.co/cxnP6osTSO",,False,Mon Nov 20 12:30:20 +0000 2017,2,932586910362554368
0,Hootsuite,"Did You Know: Today, April 9th, marks the 150th anniversary of the END of the Civil War #TBT",,False,Thu Apr 09 17:05:19 +0000 2015,0,586213309680082944
0,Hootsuite,"Five days until the Minnesota Aviation Maintenance Technician's Conference, AAR will be there recruiting Mechanics! #hiring",,False,Tue Mar 19 17:56:58 +0000 2013,0,314073021709176833
2,Cision Social Edition,"We're hiring aircraft mechanics at our Miami &amp; OK City airframe centers.  Apply within ""Careers"" at https://t.co/K8Y2Nh76l7. #aviationjobs",,False,Tue Apr 12 13:52:03 +0000 2016,4,719885798288412672
10,Hootsuite Inc.,Our very own @CheryleJackson moderating a panel on global markets at @Inspire_IAWA 30th annual conference with… https://t.co/op0kDaDESZ,,False,Thu Oct 25 15:25:47 +0000 2018,5,1055480548582477825
3,Hootsuite Inc.,"AAR Component Repair is coming to #MROAP next week and bringing expertise in over 6,000 components for commercial a… https://t.co/pNEDHzAPxC",,False,Wed Sep 18 16:45:09 +0000 2019,2,1174363743947505664
3,Twitter Web Client,"Thanks @LARA_editor, @AARCORP is all about #DoingItRight! https://t.co/vt7jrcOG1l",,False,Tue Oct 03 19:22:38 +0000 2017,1,915296051170553859
0,Hootsuite,For a full suite of #cargo and #transport products for fixed- and rotary-wing aircraft. stop by #SGAirshow booth S01,,False,Fri Feb 14 05:25:06 +0000 2014,0,434196579055333376
0,Hootsuite,AAR is proud to present at the @Evanta CMO/CIO Shift Summit today in Chicago.,,False,Wed Jun 12 18:35:03 +0000 2013,1,344885573552594944
0,Twitter for iPhone,AAR to hold quarterly conf. call @ 7:30 a.m. CDT TODAY. It can be accessed by dialing 866-802-4322 (US) or 703-639-1319 (outside the U.S),,False,Tue Jul 14 12:05:30 +0000 2015,0,620927094776819712
0,Hootsuite,Airlines sue to block air traffic controller furloughs #sequestersqueeze http://t.co/ZuFmpezPQV,,False,Mon Apr 22 15:16:10 +0000 2013,1,326353742834311170
3,Hootsuite Inc.,It’s the last day to meet with our C-130 experts at the TCG World Wide Review! Find out why allied #militaries and… https://t.co/EkoM2JNPXd,,False,Tue Oct 22 12:00:55 +0000 2019,2,1186613398890598401
0,Twitter Web Client,AAR wishes you a very happy and prosperous 2013!  Happy New Year!,,False,Mon Dec 31 16:03:54 +0000 2012,1,285778314986156032
1,Twitter Web Client,"See article on AAR's President and COO Timothy J. Romenesko in APEX newsletter out of Duluth, Minn. http://t.co/jhQ3Ob1va0",,False,Wed Feb 20 21:31:24 +0000 2013,0,304342516273127425
3,Twitter Web Client,Great to see the next generation excited about #space &amp; #aviation! #DoingItRight #STEM #Education https://t.co/HEihLNtIbI,,False,Fri May 04 13:15:40 +0000 2018,1,992392314914996224
0,Hootsuite,"@GarySinise spoke eloquently yesterday at the #OKC @rotary. His passion for men &amp; women who protect, defend our nation is amazing! #veterans",GarySinise,False,Wed Mar 12 20:31:05 +0000 2014,0,443846661451030529
11,Hootsuite,New HQ building signage up with our updated logo ready to welcome our employees &amp; visitors #DoingItRight #FreshAir https://t.co/zybyUXsdi0,,False,Mon Oct 09 18:39:19 +0000 2017,3,917459477850476545
0,Twitter Web Client,Nervous about getting a mammogram? Watch this short video about what to expect: http://t.co/NSdrwemrL3 . #AARPINK #breastcancer #AARPINK,,False,Thu Oct 24 13:58:47 +0000 2013,0,393376023519051776
0,Twitter Web Client,@AINonline Good luck!,AINonline,False,Mon Nov 18 17:56:44 +0000 2013,0,402495603306815488
0,Twitter Web Client,"As the #MROAM gets underway, AAR salutes aviation maintenance technicians everywhere! http://t.co/KeYi29X5yU",,False,Tue Apr 16 18:52:52 +0000 2013,0,324233948005801985
12,Twitter Web Client,Paris Air Show is next week! Stop by the AAR booth #3A118 and meet our VP of Corporate Marketing &amp; Communications D… https://t.co/ZgDarwrcCR,,False,Thu Jun 13 17:54:13 +0000 2019,4,1139229499739054080
0,Twitter for iPhone,@CheryleJackson Great work on representing AAR in Lagos! Hope you are enjoying Africa! #DBIA #AARExec,CheryleJackson,False,Tue Mar 10 20:03:37 +0000 2015,1,575386544573431808
