favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
0,Spredfast app,How your #HealthSystem pharmacy can optimize patient outcomes: https://t.co/lCOXPlKfb3 https://t.co/98VGpYUJOL,,False,Fri Nov 09 19:00:07 +0000 2018,0,1060970307169722370
3,Spredfast app,"In the future, patients who walk into your retail #pharmacy will have a completely different experience than the on… https://t.co/0DzjmUOhVf",,False,Mon Apr 08 18:00:07 +0000 2019,0,1115313384558350342
2,Spredfast app,McKesson is proud to accept a Digie Award for real estate tech &amp; innovation. @REALCOMMtweet  https://t.co/1X4Hf4Pltp,,False,Mon Jul 24 18:00:15 +0000 2017,3,889545777617530880
0,Spredfast app,Successful #pharma drug launches result from extensive market research. Advanced analytics capabilities are require… https://t.co/FpM0i18GLk,,False,Fri Dec 29 21:00:07 +0000 2017,2,946848325499748353
1,Spredfast app,"Independent pharmacies are diversifying revenue streams, 62% now offering immunizations. https://t.co/wfQ7Xy4LHy #pharmacy",,False,Thu Mar 17 17:00:06 +0000 2016,1,710511038517649408
0,Spredfast app,We celebrate the impact pharmacists across all settings have on the health of their patients and communities. #PharmacistMonth,,False,Thu Oct 06 20:00:06 +0000 2016,2,784121071272398851
0,Spredfast app,"Your #pharmacy business plan should be a living, breathing document. It can and should change as you refine your vi… https://t.co/QZCsnbbwFe",,False,Wed Dec 12 19:00:06 +0000 2018,0,1072929101957206016
0,Spredfast app,Hospitals with preferred long-term care networks benefit from faster declines in readmission rates. Read about that… https://t.co/GuM0xc7Osd,,False,Wed Mar 07 17:00:07 +0000 2018,0,971430303079288833
1,Spredfast app,Packaging drugs with proper labeling makes compliance more efficient &amp; makes adherence less costly for manufacturer… https://t.co/HdmbgEzjH6,,False,Tue Sep 19 17:00:08 +0000 2017,0,910186760734429184
0,Spredfast app,5 prevention and wellness benefit trends your pharmacy can build into a new business plan. https://t.co/14Jm8o9waA,,False,Fri May 25 17:00:04 +0000 2018,0,1000058935037046789
0,Spredfast app,5 ways to make your pharmacy's social media efforts more successful https://t.co/FlV81JSMuF @HealthMart,,False,Thu Apr 14 19:00:07 +0000 2016,1,720688101358759942
0,Spredfast app,What independent pharmacies in the U.S. can learn from pharmacies in the U.K. https://t.co/iflJpy8jzm,,False,Thu Jul 05 17:00:04 +0000 2018,0,1014916836171898881
2,Spredfast app,The Best in HEOR was recognized at the @Pharma_Intell #CAREAwards18. It recognizes the first-ever FDA approval for… https://t.co/1dA78voN7A,,False,Sat May 19 12:30:08 +0000 2018,4,997816673502744577
2,Spredfast app,4 ways physician practices can use technology to improve their medical supply management.  https://t.co/Vf8Uh2cYLj,,False,Tue Mar 07 16:00:08 +0000 2017,0,839143636369563650
1,Spredfast app,Your retail #pharmacy needs orders to be accurate and on time. Here are a few ways you can ensure successful delive… https://t.co/oVWCbpDMpu,,False,Thu Oct 24 22:00:06 +0000 2019,0,1187488965915492354
1,Spredfast app,8 ways health care organizations can improve their clinical performance. https://t.co/P4bh0R0yq5 https://t.co/RcbOH9RXMt,,False,Tue Nov 28 19:00:05 +0000 2017,0,935584094909497350
0,Spredfast app,15% of hospitals say they are using advanced predictive analytics to improve patient safety #healthIT  http://t.co/vIqTBOvdrU,,False,Thu Aug 20 13:00:07 +0000 2015,3,634349192748646400
0,Twitter Web Client,Attendees learn the importance of pharmacy quality measures in today’s evolving healthcare landscape #ideashare http://t.co/LG2KXTzXtF,,False,Thu Jul 24 14:41:56 +0000 2014,1,492318770421960705
2,Spredfast app,What does it take to build an effective data and analytics strategy for your oncology therapy? Our expert Derek Rag… https://t.co/ZbZNSAco1k,,False,Wed Feb 20 17:00:10 +0000 2019,0,1098266069997887488
0,Spredfast app,"With behavioral coaching, McKesson helps patients adhere to medications. The result? Better patient outcomes.… https://t.co/As5xlUYk8V",,False,Tue Feb 06 19:00:08 +0000 2018,0,960951258025783296
0,Twitter Web Client,"McKesson Radiology™ helps improve user adoption and productivity, while enhancing care delivery at @stritasmc http://t.co/ehFBrNSHYn",,False,Mon Nov 24 19:32:57 +0000 2014,1,536965714431590401
0,Spredfast app,More Americans are exercising but not everyone is keeping pace and 5 other population health trends to know.… https://t.co/f3RM3lANCG,,False,Wed Jun 21 16:00:15 +0000 2017,0,877556782075392000
0,Spredfast app,New #ONC numbers show improved hospital data sharing. Pick up the #interoperability pace https://t.co/ApbA3G4Vsk https://t.co/NPiJX1Ke8g,,False,Wed Jul 13 17:00:08 +0000 2016,1,753272815302930441
0,Twitter Web Client,@PBMMythBuster @cardinalhealth @Healthcare_ABC @hdsmith1954 @SmithDrugCo @RDCDRUG We want all of our customers to k… https://t.co/bj8sLLbU1w,PBMMythBuster,False,Fri Jul 20 19:38:22 +0000 2018,0,1020392489054744577
0,Twitter for iPhone,"@JenniferDavisDC Hope your question was resolved. If not, can we call you?",JenniferDavisDC,False,Fri Mar 25 20:35:57 +0000 2016,0,713464460979994624
0,Twitter Web Client,WEBINAR: Pragmatic tools to help networks become proficient at driving transformation #betterbusinesshealth http://t.co/t5j5mZEtPv,,False,Thu Sep 11 19:01:36 +0000 2014,0,510141123361140737
0,Twitter for iPad,Warning: not all vendors are created equal #340B #ideaShare2015,,False,Thu Jun 25 15:28:15 +0000 2015,0,614092750305169408
22,Spredfast app,"Starting today, our Las Colinas, Texas campus becomes our official global corporate headquarters. We're excited to… https://t.co/3bZTdIVtqU",,False,Mon Apr 01 18:00:14 +0000 2019,9,1112776701380001798
0,Spredfast app,"There are hundreds of specialty pharmacies. Each can fill a prescription, label it, verify it and ship it to a pati… https://t.co/AZvysOInO5",,False,Tue Aug 28 15:00:07 +0000 2018,0,1034455594634305536
0,Spredfast app,Wondering how to get started w/ the @CMSGov #EHR Incentive Program? Let us help u during webinar 1/27 @ 11AM ET http://t.co/U3yumuHA3Q,,False,Mon Jan 26 17:00:09 +0000 2015,0,559757696296292352
0,Spredfast app,Generate revenue. Be more efficient. Improve care. Four of our hospital #pharmacy experts share their insights on h… https://t.co/yVNtxCZ7Hq,,False,Tue Aug 28 18:00:07 +0000 2018,1,1034500893331345408
0,Spredfast app,You deliver great patient care every day. Tell us your #idelivercarefor story @ booth 4820. We're donating to chari… https://t.co/Try2H6vwYW,,False,Tue Nov 01 18:30:08 +0000 2016,1,793520514291666945
1,Spredfast app,Control drug spending. Improve efficiency. Give your customers the care they deserve. Count on us to deliver the pl… https://t.co/WJdaPzPpAh,,False,Wed Jul 11 19:00:05 +0000 2018,1,1017121366196224000
